Year,Locationabbr,Locationdesc,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,GeoLocation
2014,OR,Oregon,Overweight (BMI 25.0-29.9),45-54,Age Group,273,36.8,"(44.567449424, -120.155031326)"
2014,AL,Alabama,Obese (BMI 30.0 - 99.8),18-24,Age Group,99,20.4,"(32.840571122, -86.631860762)"
2014,RI,Rhode Island,Obese (BMI 30.0 - 99.8),65+,Age Group,513,26.1,"(41.708280193, -71.522470314)"
2014,CO,Colorado,Overweight (BMI 25.0-29.9),65+,Age Group,1552,39.3,"(38.843840757, -106.133610921)"
2014,UT,Utah,Overweight (BMI 25.0-29.9),18-24,Age Group,279,24.1,"(39.360700171, -111.587130635)"
2014,SC,South Carolina,Overweight (BMI 25.0-29.9),65+,Age Group,1501,40.5,"(33.998821303, -81.045371207)"
2014,OR,Oregon,Obese (BMI 30.0 - 99.8),65+,Age Group,509,27.1,"(44.567449424, -120.155031326)"
2014,MO,Missouri,Overweight (BMI 25.0-29.9),25-34,Age Group,150,32.3,"(38.635790776, -92.566300053)"
2014,DC,District of Columbia,Overweight (BMI 25.0-29.9),35-44,Age Group,130,34.6,"(38.890371385, -77.031961127)"
2014,NJ,New Jersey,Overweight (BMI 25.0-29.9),65+,Age Group,1441,39.0,"(40.130570048, -74.273691288)"
2014,MS,Mississippi,Obese (BMI 30.0 - 99.8),45-54,Age Group,261,41.2,"(32.745510099, -89.538030825)"
2014,DC,District of Columbia,Overweight (BMI 25.0-29.9),45-54,Age Group,170,30.4,"(38.890371385, -77.031961127)"
2014,MA,Massachusetts,Obese (BMI 30.0 - 99.8),35-44,Age Group,385,24.5,"(42.27687047, -72.082690675)"
2014,SD,South Dakota,Overweight (BMI 25.0-29.9),65+,Age Group,929,42.9,"(44.353130053, -100.373530637)"
2014,MI,Michigan,Obese (BMI 30.0 - 99.8),55-64,Age Group,676,36.0,"(44.661319543001, -84.71439027)"
2014,CA,California,Obese (BMI 30.0 - 99.8),55-64,Age Group,466,29.8,"(37.638640123, -120.999999538)"
2014,TX,Texas,Obese (BMI 30.0 - 99.8),65+,Age Group,1383,30.7,"(31.827240407, -99.426770206)"
2014,CA,California,Overweight (BMI 25.0-29.9),25-34,Age Group,396,34.0,"(37.638640123, -120.999999538)"
2014,NH,New Hampshire,Obese (BMI 30.0 - 99.8),65+,Age Group,567,28.4,"(43.655950113, -71.50036092)"
2014,WY,Wyoming,Obese (BMI 30.0 - 99.8),18-24,Age Group,27,23.5,"(43.235541343, -108.109830353)"
2014,NY,New York,Overweight (BMI 25.0-29.9),55-64,Age Group,510,37.7,"(42.827001032, -75.543970427)"
2014,CT,Connecticut,Overweight (BMI 25.0-29.9),25-34,Age Group,180,33.0,"(41.56266102, -72.649840952)"
2014,NE,Nebraska,Obese (BMI 30.0 - 99.8),25-34,Age Group,579,28.3,"(41.641040988001, -99.365720623)"
2014,MS,Mississippi,Overweight (BMI 25.0-29.9),25-34,Age Group,96,32.5,"(32.745510099, -89.538030825)"
2014,AL,Alabama,Obese (BMI 30.0 - 99.8),45-54,Age Group,545,39.9,"(32.840571122, -86.631860762)"
2014,MO,Missouri,Obese (BMI 30.0 - 99.8),55-64,Age Group,560,32.9,"(38.635790776, -92.566300053)"
2014,MO,Missouri,Obese (BMI 30.0 - 99.8),18-24,Age Group,66,18.9,"(38.635790776, -92.566300053)"
2014,IN,Indiana,Overweight (BMI 25.0-29.9),65+,Age Group,1511,39.1,"(39.766910452, -86.149960194)"
2014,VA,Virginia,Overweight (BMI 25.0-29.9),55-64,Age Group,742,36.9,"(37.542680674, -78.457890463)"
2014,WY,Wyoming,Overweight (BMI 25.0-29.9),55-64,Age Group,533,36.8,"(43.235541343, -108.109830353)"
2014,DC,District of Columbia,Obese (BMI 30.0 - 99.8),45-54,Age Group,184,32.8,"(38.890371385, -77.031961127)"
2014,TN,Tennessee,Obese (BMI 30.0 - 99.8),25-34,Age Group,101,27.9,"(35.68094058, -85.774490914)"
2014,MT,Montana,Overweight (BMI 25.0-29.9),35-44,Age Group,250,35.8,"(47.066528972, -109.424420645)"
2014,GA,Georgia,Obese (BMI 30.0 - 99.8),35-44,Age Group,211,33.3,"(32.839681093, -83.627580346)"
2014,VA,Virginia,Overweight (BMI 25.0-29.9),25-34,Age Group,295,33.9,"(37.542680674, -78.457890463)"
2014,MA,Massachusetts,Overweight (BMI 25.0-29.9),25-34,Age Group,407,34.2,"(42.27687047, -72.082690675)"
2014,OR,Oregon,Obese (BMI 30.0 - 99.8),45-54,Age Group,207,29.1,"(44.567449424, -120.155031326)"
2014,AR,Arkansas,Obese (BMI 30.0 - 99.8),25-34,Age Group,121,39.6,"(34.748650124, -92.274490743)"
2014,MT,Montana,Overweight (BMI 25.0-29.9),65+,Age Group,1074,41.3,"(47.066528972, -109.424420645)"
2014,NJ,New Jersey,Obese (BMI 30.0 - 99.8),45-54,Age Group,695,29.6,"(40.130570048, -74.273691288)"
2014,NC,North Carolina,Obese (BMI 30.0 - 99.8),25-34,Age Group,216,30.7,"(35.466220975, -79.159250463)"
2014,WA,Washington,Overweight (BMI 25.0-29.9),65+,Age Group,1386,41.5,"(47.522278629, -120.47001079)"
2014,AL,Alabama,Overweight (BMI 25.0-29.9),35-44,Age Group,261,31.3,"(32.840571122, -86.631860762)"
2014,PA,Pennsylvania,Obese (BMI 30.0 - 99.8),65+,Age Group,1117,29.5,"(40.793730152, -77.860700294)"
2014,DE,Delaware,Overweight (BMI 25.0-29.9),45-54,Age Group,241,36.0,"(39.008830667, -75.577741168)"
2014,MS,Mississippi,Overweight (BMI 25.0-29.9),65+,Age Group,586,41.8,"(32.745510099, -89.538030825)"
2014,MS,Mississippi,Obese (BMI 30.0 - 99.8),65+,Age Group,434,28.8,"(32.745510099, -89.538030825)"
2014,NV,Nevada,Overweight (BMI 25.0-29.9),45-54,Age Group,246,41.7,"(39.49324039, -117.071840564)"
2014,MD,Maryland,Overweight (BMI 25.0-29.9),18-24,Age Group,88,25.3,"(39.290580964, -76.609260111)"
2014,MA,Massachusetts,Overweight (BMI 25.0-29.9),65+,Age Group,1998,37.7,"(42.27687047, -72.082690675)"
2014,IA,Iowa,Overweight (BMI 25.0-29.9),25-34,Age Group,225,36.0,"(42.469400913, -93.816490556)"
2014,MO,Missouri,Overweight (BMI 25.0-29.9),55-64,Age Group,568,40.3,"(38.635790776, -92.566300053)"
2014,SD,South Dakota,Obese (BMI 30.0 - 99.8),35-44,Age Group,279,34.2,"(44.353130053, -100.373530637)"
2014,VT,Vermont,Obese (BMI 30.0 - 99.8),35-44,Age Group,210,28.9,"(43.625381239, -72.517640791)"
2014,TN,Tennessee,Obese (BMI 30.0 - 99.8),65+,Age Group,472,23.9,"(35.68094058, -85.774490914)"
2014,IA,Iowa,Overweight (BMI 25.0-29.9),65+,Age Group,1042,38.2,"(42.469400913, -93.816490556)"
2014,NV,Nevada,Obese (BMI 30.0 - 99.8),65+,Age Group,304,27.6,"(39.49324039, -117.071840564)"
2014,CO,Colorado,Obese (BMI 30.0 - 99.8),35-44,Age Group,389,24.1,"(38.843840757, -106.133610921)"
2014,WV,West Virginia,Overweight (BMI 25.0-29.9),45-54,Age Group,352,34.7,"(38.665510202, -80.712640135)"
2014,SC,South Carolina,Obese (BMI 30.0 - 99.8),65+,Age Group,1021,27.1,"(33.998821303, -81.045371207)"
2014,KS,Kansas,Overweight (BMI 25.0-29.9),55-64,Age Group,1063,36.6,"(38.3477403, -98.200781227)"
2014,AL,Alabama,Obese (BMI 30.0 - 99.8),35-44,Age Group,339,40.9,"(32.840571122, -86.631860762)"
2014,WI,Wisconsin,Overweight (BMI 25.0-29.9),45-54,Age Group,464,38.3,"(44.393191174, -89.816370742)"
2014,ME,Maine,Obese (BMI 30.0 - 99.8),35-44,Age Group,249,29.5,"(45.254228894001, -68.985031336)"
2014,MI,Michigan,Overweight (BMI 25.0-29.9),55-64,Age Group,704,36.6,"(44.661319543001, -84.71439027)"
2014,GA,Georgia,Overweight (BMI 25.0-29.9),18-24,Age Group,88,28.2,"(32.839681093, -83.627580346)"
2014,FL,Florida,Overweight (BMI 25.0-29.9),35-44,Age Group,257,33.3,"(28.932040377, -81.928960539)"
2014,NM,New Mexico,Obese (BMI 30.0 - 99.8),18-24,Age Group,85,19.1,"(34.520880952, -106.240580985)"
2014,SD,South Dakota,Obese (BMI 30.0 - 99.8),25-34,Age Group,209,29.6,"(44.353130053, -100.373530637)"
2014,OK,Oklahoma,Obese (BMI 30.0 - 99.8),45-54,Age Group,483,40.0,"(35.472031356, -97.521070214)"
2014,CA,California,Overweight (BMI 25.0-29.9),18-24,Age Group,193,24.2,"(37.638640123, -120.999999538)"
2014,AK,Alaska,Obese (BMI 30.0 - 99.8),45-54,Age Group,285,35.2,"(64.845079957001, -147.722059036)"
2014,KY,Kentucky,Overweight (BMI 25.0-29.9),45-54,Age Group,649,37.1,"(37.645970271, -84.774971048)"
2014,NH,New Hampshire,Obese (BMI 30.0 - 99.8),45-54,Age Group,317,31.6,"(43.655950113, -71.50036092)"
2014,ME,Maine,Overweight (BMI 25.0-29.9),45-54,Age Group,511,35.3,"(45.254228894001, -68.985031336)"
2014,MT,Montana,Obese (BMI 30.0 - 99.8),65+,Age Group,675,26.7,"(47.066528972, -109.424420645)"
2014,AK,Alaska,Overweight (BMI 25.0-29.9),65+,Age Group,372,41.3,"(64.845079957001, -147.722059036)"
2014,IL,Illinois,Overweight (BMI 25.0-29.9),65+,Age Group,595,38.4,"(40.485010283, -88.997710178)"
2014,NH,New Hampshire,Obese (BMI 30.0 - 99.8),18-24,Age Group,32,13.6,"(43.655950113, -71.50036092)"
2014,IN,Indiana,Obese (BMI 30.0 - 99.8),45-54,Age Group,677,38.8,"(39.766910452, -86.149960194)"
2014,NY,New York,Overweight (BMI 25.0-29.9),25-34,Age Group,206,31.0,"(42.827001032, -75.543970427)"
2014,FL,Florida,Obese (BMI 30.0 - 99.8),45-54,Age Group,413,33.1,"(28.932040377, -81.928960539)"
2014,WY,Wyoming,Obese (BMI 30.0 - 99.8),35-44,Age Group,176,36.8,"(43.235541343, -108.109830353)"
2014,DC,District of Columbia,Overweight (BMI 25.0-29.9),65+,Age Group,552,40.5,"(38.890371385, -77.031961127)"
2014,AZ,Arizona,Overweight (BMI 25.0-29.9),35-44,Age Group,476,36.6,"(34.86597028, -111.763811277)"
2014,CT,Connecticut,Overweight (BMI 25.0-29.9),65+,Age Group,915,37.5,"(41.56266102, -72.649840952)"
2014,SC,South Carolina,Obese (BMI 30.0 - 99.8),18-24,Age Group,103,20.1,"(33.998821303, -81.045371207)"
2014,MD,Maryland,Obese (BMI 30.0 - 99.8),65+,Age Group,1254,29.0,"(39.290580964, -76.609260111)"
2014,AZ,Arizona,Obese (BMI 30.0 - 99.8),25-34,Age Group,246,29.1,"(34.86597028, -111.763811277)"
2014,AK,Alaska,Obese (BMI 30.0 - 99.8),18-24,Age Group,34,14.0,"(64.845079957001, -147.722059036)"
2014,IN,Indiana,Overweight (BMI 25.0-29.9),45-54,Age Group,594,33.9,"(39.766910452, -86.149960194)"
2014,IN,Indiana,Overweight (BMI 25.0-29.9),55-64,Age Group,843,34.8,"(39.766910452, -86.149960194)"
2014,LA,Louisiana,Obese (BMI 30.0 - 99.8),18-24,Age Group,74,19.4,"(31.312660644, -92.445680071)"
2014,RI,Rhode Island,Obese (BMI 30.0 - 99.8),18-24,Age Group,40,17.9,"(41.708280193, -71.522470314)"
2014,HI,Hawaii,Overweight (BMI 25.0-29.9),45-54,Age Group,407,37.2,"(21.304850435, -157.857749403)"
2014,NE,Nebraska,Overweight (BMI 25.0-29.9),45-54,Age Group,1225,37.2,"(41.641040988001, -99.365720623)"
2014,FL,Florida,Obese (BMI 30.0 - 99.8),65+,Age Group,869,23.2,"(28.932040377, -81.928960539)"
2014,CO,Colorado,Obese (BMI 30.0 - 99.8),25-34,Age Group,208,18.7,"(38.843840757, -106.133610921)"
2014,WA,Washington,Overweight (BMI 25.0-29.9),45-54,Age Group,549,36.9,"(47.522278629, -120.47001079)"
2014,MD,Maryland,Overweight (BMI 25.0-29.9),65+,Age Group,1710,40.3,"(39.290580964, -76.609260111)"
2014,NC,North Carolina,Overweight (BMI 25.0-29.9),25-34,Age Group,230,31.9,"(35.466220975, -79.159250463)"
2014,NM,New Mexico,Obese (BMI 30.0 - 99.8),35-44,Age Group,317,33.8,"(34.520880952, -106.240580985)"
2014,LA,Louisiana,Obese (BMI 30.0 - 99.8),65+,Age Group,626,32.0,"(31.312660644, -92.445680071)"
2014,ME,Maine,Overweight (BMI 25.0-29.9),18-24,Age Group,93,27.1,"(45.254228894001, -68.985031336)"
2014,RI,Rhode Island,Overweight (BMI 25.0-29.9),45-54,Age Group,415,38.8,"(41.708280193, -71.522470314)"
2014,AL,Alabama,Obese (BMI 30.0 - 99.8),25-34,Age Group,236,31.7,"(32.840571122, -86.631860762)"
2014,UT,Utah,Obese (BMI 30.0 - 99.8),45-54,Age Group,648,30.0,"(39.360700171, -111.587130635)"
2014,IA,Iowa,Overweight (BMI 25.0-29.9),18-24,Age Group,96,27.2,"(42.469400913, -93.816490556)"
2014,OK,Oklahoma,Overweight (BMI 25.0-29.9),55-64,Age Group,635,36.2,"(35.472031356, -97.521070214)"
2014,GA,Georgia,Obese (BMI 30.0 - 99.8),18-24,Age Group,54,17.0,"(32.839681093, -83.627580346)"
2014,NY,New York,Obese (BMI 30.0 - 99.8),25-34,Age Group,138,20.8,"(42.827001032, -75.543970427)"
2014,IL,Illinois,Overweight (BMI 25.0-29.9),35-44,Age Group,212,39.1,"(40.485010283, -88.997710178)"
2014,OH,Ohio,Obese (BMI 30.0 - 99.8),55-64,Age Group,968,39.2,"(40.060210141, -82.404260056)"
2014,VA,Virginia,Obese (BMI 30.0 - 99.8),25-34,Age Group,206,23.3,"(37.542680674, -78.457890463)"
2014,ME,Maine,Overweight (BMI 25.0-29.9),55-64,Age Group,817,38.9,"(45.254228894001, -68.985031336)"
2014,DC,District of Columbia,Obese (BMI 30.0 - 99.8),35-44,Age Group,94,20.6,"(38.890371385, -77.031961127)"
2014,WY,Wyoming,Overweight (BMI 25.0-29.9),25-34,Age Group,116,33.9,"(43.235541343, -108.109830353)"
2014,DC,District of Columbia,Obese (BMI 30.0 - 99.8),55-64,Age Group,226,26.5,"(38.890371385, -77.031961127)"
2014,IL,Illinois,Obese (BMI 30.0 - 99.8),18-24,Age Group,46,13.1,"(40.485010283, -88.997710178)"
2014,MA,Massachusetts,Overweight (BMI 25.0-29.9),35-44,Age Group,524,35.5,"(42.27687047, -72.082690675)"
2014,NC,North Carolina,Overweight (BMI 25.0-29.9),45-54,Age Group,362,37.2,"(35.466220975, -79.159250463)"
2014,IA,Iowa,Overweight (BMI 25.0-29.9),55-64,Age Group,647,38.6,"(42.469400913, -93.816490556)"
2014,NY,New York,Overweight (BMI 25.0-29.9),18-24,Age Group,92,25.2,"(42.827001032, -75.543970427)"
2014,WA,Washington,Obese (BMI 30.0 - 99.8),25-34,Age Group,188,23.4,"(47.522278629, -120.47001079)"
2014,CT,Connecticut,Obese (BMI 30.0 - 99.8),18-24,Age Group,41,11.4,"(41.56266102, -72.649840952)"
2014,NH,New Hampshire,Obese (BMI 30.0 - 99.8),55-64,Age Group,399,28.9,"(43.655950113, -71.50036092)"
2014,TN,Tennessee,Obese (BMI 30.0 - 99.8),18-24,Age Group,35,18.6,"(35.68094058, -85.774490914)"
2014,IA,Iowa,Overweight (BMI 25.0-29.9),35-44,Age Group,287,35.3,"(42.469400913, -93.816490556)"
2014,ME,Maine,Obese (BMI 30.0 - 99.8),18-24,Age Group,54,14.7,"(45.254228894001, -68.985031336)"
2014,NC,North Carolina,Overweight (BMI 25.0-29.9),65+,Age Group,842,40.6,"(35.466220975, -79.159250463)"
2014,NJ,New Jersey,Overweight (BMI 25.0-29.9),35-44,Age Group,554,37.6,"(40.130570048, -74.273691288)"
2014,NM,New Mexico,Overweight (BMI 25.0-29.9),65+,Age Group,1097,41.5,"(34.520880952, -106.240580985)"
2014,WI,Wisconsin,Obese (BMI 30.0 - 99.8),65+,Age Group,674,30.3,"(44.393191174, -89.816370742)"
2014,NH,New Hampshire,Obese (BMI 30.0 - 99.8),35-44,Age Group,185,29.5,"(43.655950113, -71.50036092)"
2014,CT,Connecticut,Overweight (BMI 25.0-29.9),45-54,Age Group,497,38.5,"(41.56266102, -72.649840952)"
2014,HI,Hawaii,Obese (BMI 30.0 - 99.8),18-24,Age Group,78,13.8,"(21.304850435, -157.857749403)"
2014,IA,Iowa,Obese (BMI 30.0 - 99.8),35-44,Age Group,292,35.4,"(42.469400913, -93.816490556)"
2014,SC,South Carolina,Obese (BMI 30.0 - 99.8),35-44,Age Group,404,36.6,"(33.998821303, -81.045371207)"
2014,ID,Idaho,Obese (BMI 30.0 - 99.8),65+,Age Group,455,26.2,"(43.682630005, -114.363730042)"
2014,AL,Alabama,Overweight (BMI 25.0-29.9),55-64,Age Group,663,35.1,"(32.840571122, -86.631860762)"
2014,MS,Mississippi,Overweight (BMI 25.0-29.9),18-24,Age Group,49,26.9,"(32.745510099, -89.538030825)"
2014,TN,Tennessee,Overweight (BMI 25.0-29.9),65+,Age Group,729,40.0,"(35.68094058, -85.774490914)"
2014,CO,Colorado,Obese (BMI 30.0 - 99.8),65+,Age Group,807,20.5,"(38.843840757, -106.133610921)"
2014,OH,Ohio,Obese (BMI 30.0 - 99.8),35-44,Age Group,368,31.6,"(40.060210141, -82.404260056)"
2014,CT,Connecticut,Overweight (BMI 25.0-29.9),18-24,Age Group,73,19.9,"(41.56266102, -72.649840952)"
2014,MA,Massachusetts,Obese (BMI 30.0 - 99.8),55-64,Age Group,991,27.6,"(42.27687047, -72.082690675)"
2014,NH,New Hampshire,Overweight (BMI 25.0-29.9),35-44,Age Group,227,38.9,"(43.655950113, -71.50036092)"
2014,WY,Wyoming,Obese (BMI 30.0 - 99.8),55-64,Age Group,491,34.2,"(43.235541343, -108.109830353)"
2014,NY,New York,Obese (BMI 30.0 - 99.8),35-44,Age Group,216,30.5,"(42.827001032, -75.543970427)"
2014,NE,Nebraska,Obese (BMI 30.0 - 99.8),55-64,Age Group,1651,35.9,"(41.641040988001, -99.365720623)"
2014,TX,Texas,Obese (BMI 30.0 - 99.8),55-64,Age Group,1060,41.8,"(31.827240407, -99.426770206)"
2014,AR,Arkansas,Obese (BMI 30.0 - 99.8),18-24,Age Group,42,23.9,"(34.748650124, -92.274490743)"
2014,KY,Kentucky,Obese (BMI 30.0 - 99.8),35-44,Age Group,456,39.5,"(37.645970271, -84.774971048)"
2014,AK,Alaska,Overweight (BMI 25.0-29.9),55-64,Age Group,366,38.7,"(64.845079957001, -147.722059036)"
2014,IA,Iowa,Obese (BMI 30.0 - 99.8),55-64,Age Group,627,37.9,"(42.469400913, -93.816490556)"
2014,MO,Missouri,Obese (BMI 30.0 - 99.8),65+,Age Group,774,27.9,"(38.635790776, -92.566300053)"
2014,OH,Ohio,Obese (BMI 30.0 - 99.8),65+,Age Group,1189,33.4,"(40.060210141, -82.404260056)"
2014,VT,Vermont,Obese (BMI 30.0 - 99.8),55-64,Age Group,395,29.1,"(43.625381239, -72.517640791)"
2014,SD,South Dakota,Obese (BMI 30.0 - 99.8),55-64,Age Group,524,37.7,"(44.353130053, -100.373530637)"
2014,MN,Minnesota,Overweight (BMI 25.0-29.9),35-44,Age Group,749,37.4,"(46.355648736, -94.794200503)"
2014,FL,Florida,Overweight (BMI 25.0-29.9),55-64,Age Group,708,41.9,"(28.932040377, -81.928960539)"
2014,MI,Michigan,Obese (BMI 30.0 - 99.8),45-54,Age Group,481,36.5,"(44.661319543001, -84.71439027)"
2014,AK,Alaska,Obese (BMI 30.0 - 99.8),65+,Age Group,252,29.6,"(64.845079957001, -147.722059036)"
2014,WA,Washington,Obese (BMI 30.0 - 99.8),18-24,Age Group,82,19.0,"(47.522278629, -120.47001079)"
2014,RI,Rhode Island,Obese (BMI 30.0 - 99.8),45-54,Age Group,307,29.2,"(41.708280193, -71.522470314)"
2014,AK,Alaska,Overweight (BMI 25.0-29.9),18-24,Age Group,68,29.8,"(64.845079957001, -147.722059036)"
2014,OR,Oregon,Overweight (BMI 25.0-29.9),25-34,Age Group,124,30.5,"(44.567449424, -120.155031326)"
2014,WI,Wisconsin,Obese (BMI 30.0 - 99.8),55-64,Age Group,568,36.0,"(44.393191174, -89.816370742)"
2014,IL,Illinois,Obese (BMI 30.0 - 99.8),45-54,Age Group,275,34.3,"(40.485010283, -88.997710178)"
2014,RI,Rhode Island,Overweight (BMI 25.0-29.9),35-44,Age Group,228,33.1,"(41.708280193, -71.522470314)"
2014,VA,Virginia,Obese (BMI 30.0 - 99.8),55-64,Age Group,722,35.4,"(37.542680674, -78.457890463)"
2014,MN,Minnesota,Overweight (BMI 25.0-29.9),18-24,Age Group,255,24.5,"(46.355648736, -94.794200503)"
2014,AZ,Arizona,Obese (BMI 30.0 - 99.8),35-44,Age Group,432,33.3,"(34.86597028, -111.763811277)"
2014,NM,New Mexico,Obese (BMI 30.0 - 99.8),65+,Age Group,602,20.8,"(34.520880952, -106.240580985)"
2014,VT,Vermont,Overweight (BMI 25.0-29.9),18-24,Age Group,96,28.3,"(43.625381239, -72.517640791)"
2014,RI,Rhode Island,Obese (BMI 30.0 - 99.8),35-44,Age Group,201,32.4,"(41.708280193, -71.522470314)"
2014,CA,California,Obese (BMI 30.0 - 99.8),18-24,Age Group,101,13.3,"(37.638640123, -120.999999538)"
2014,NY,New York,Obese (BMI 30.0 - 99.8),65+,Age Group,480,27.3,"(42.827001032, -75.543970427)"
2014,NH,New Hampshire,Overweight (BMI 25.0-29.9),25-34,Age Group,130,30.7,"(43.655950113, -71.50036092)"
2014,OH,Ohio,Obese (BMI 30.0 - 99.8),25-34,Age Group,226,30.5,"(40.060210141, -82.404260056)"
2014,DE,Delaware,Obese (BMI 30.0 - 99.8),65+,Age Group,435,30.5,"(39.008830667, -75.577741168)"
2014,IA,Iowa,Obese (BMI 30.0 - 99.8),25-34,Age Group,165,27.1,"(42.469400913, -93.816490556)"
2014,NJ,New Jersey,Overweight (BMI 25.0-29.9),55-64,Age Group,1025,37.6,"(40.130570048, -74.273691288)"
2014,IN,Indiana,Obese (BMI 30.0 - 99.8),18-24,Age Group,106,19.9,"(39.766910452, -86.149960194)"
2014,NC,North Carolina,Overweight (BMI 25.0-29.9),18-24,Age Group,112,27.0,"(35.466220975, -79.159250463)"
2014,NV,Nevada,Obese (BMI 30.0 - 99.8),18-24,Age Group,29,12.7,"(39.49324039, -117.071840564)"
2014,NE,Nebraska,Obese (BMI 30.0 - 99.8),35-44,Age Group,843,33.8,"(41.641040988001, -99.365720623)"
2014,LA,Louisiana,Obese (BMI 30.0 - 99.8),35-44,Age Group,274,40.7,"(31.312660644, -92.445680071)"
2014,OH,Ohio,Overweight (BMI 25.0-29.9),55-64,Age Group,882,35.2,"(40.060210141, -82.404260056)"
2014,CT,Connecticut,Overweight (BMI 25.0-29.9),35-44,Age Group,283,34.2,"(41.56266102, -72.649840952)"
2014,MS,Mississippi,Obese (BMI 30.0 - 99.8),35-44,Age Group,195,42.6,"(32.745510099, -89.538030825)"
2014,ND,North Dakota,Obese (BMI 30.0 - 99.8),55-64,Age Group,631,36.8,"(47.475319779, -100.118421049)"
2014,AR,Arkansas,Overweight (BMI 25.0-29.9),65+,Age Group,854,39.0,"(34.748650124, -92.274490743)"
2014,MT,Montana,Obese (BMI 30.0 - 99.8),35-44,Age Group,216,31.3,"(47.066528972, -109.424420645)"
2014,AK,Alaska,Overweight (BMI 25.0-29.9),25-34,Age Group,173,30.2,"(64.845079957001, -147.722059036)"
2014,OK,Oklahoma,Obese (BMI 30.0 - 99.8),25-34,Age Group,230,30.4,"(35.472031356, -97.521070214)"
2014,ME,Maine,Obese (BMI 30.0 - 99.8),45-54,Age Group,510,34.4,"(45.254228894001, -68.985031336)"
2014,MD,Maryland,Overweight (BMI 25.0-29.9),25-34,Age Group,229,32.2,"(39.290580964, -76.609260111)"
2014,VT,Vermont,Overweight (BMI 25.0-29.9),45-54,Age Group,426,36.1,"(43.625381239, -72.517640791)"
2014,SD,South Dakota,Obese (BMI 30.0 - 99.8),65+,Age Group,677,26.7,"(44.353130053, -100.373530637)"
2014,IA,Iowa,Obese (BMI 30.0 - 99.8),18-24,Age Group,63,15.0,"(42.469400913, -93.816490556)"
2014,WI,Wisconsin,Obese (BMI 30.0 - 99.8),25-34,Age Group,182,31.7,"(44.393191174, -89.816370742)"
2014,ID,Idaho,Overweight (BMI 25.0-29.9),35-44,Age Group,214,35.6,"(43.682630005, -114.363730042)"
2014,NC,North Carolina,Obese (BMI 30.0 - 99.8),65+,Age Group,565,25.9,"(35.466220975, -79.159250463)"
2014,IL,Illinois,Overweight (BMI 25.0-29.9),25-34,Age Group,154,32.8,"(40.485010283, -88.997710178)"
2014,GA,Georgia,Obese (BMI 30.0 - 99.8),25-34,Age Group,143,29.0,"(32.839681093, -83.627580346)"
2014,ID,Idaho,Overweight (BMI 25.0-29.9),45-54,Age Group,307,39.4,"(43.682630005, -114.363730042)"
2014,WA,Washington,Obese (BMI 30.0 - 99.8),35-44,Age Group,283,27.8,"(47.522278629, -120.47001079)"
2014,ND,North Dakota,Overweight (BMI 25.0-29.9),45-54,Age Group,404,38.5,"(47.475319779, -100.118421049)"
2014,NY,New York,Overweight (BMI 25.0-29.9),45-54,Age Group,374,35.2,"(42.827001032, -75.543970427)"
2014,VA,Virginia,Obese (BMI 30.0 - 99.8),18-24,Age Group,84,20.0,"(37.542680674, -78.457890463)"
2014,LA,Louisiana,Obese (BMI 30.0 - 99.8),55-64,Age Group,580,40.1,"(31.312660644, -92.445680071)"
2014,SD,South Dakota,Overweight (BMI 25.0-29.9),55-64,Age Group,563,36.6,"(44.353130053, -100.373530637)"
2014,NH,New Hampshire,Obese (BMI 30.0 - 99.8),25-34,Age Group,126,28.5,"(43.655950113, -71.50036092)"
2014,WI,Wisconsin,Obese (BMI 30.0 - 99.8),45-54,Age Group,376,32.5,"(44.393191174, -89.816370742)"
2014,MS,Mississippi,Obese (BMI 30.0 - 99.8),25-34,Age Group,129,40.5,"(32.745510099, -89.538030825)"
2014,SD,South Dakota,Overweight (BMI 25.0-29.9),45-54,Age Group,389,37.9,"(44.353130053, -100.373530637)"
2014,AL,Alabama,Overweight (BMI 25.0-29.9),18-24,Age Group,109,26.3,"(32.840571122, -86.631860762)"
2014,MD,Maryland,Obese (BMI 30.0 - 99.8),25-34,Age Group,198,31.1,"(39.290580964, -76.609260111)"
2014,KS,Kansas,Overweight (BMI 25.0-29.9),18-24,Age Group,216,26.4,"(38.3477403, -98.200781227)"
2014,FL,Florida,Obese (BMI 30.0 - 99.8),18-24,Age Group,67,15.3,"(28.932040377, -81.928960539)"
2014,KS,Kansas,Obese (BMI 30.0 - 99.8),65+,Age Group,1193,28.7,"(38.3477403, -98.200781227)"
